Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
24064,,"Kimbarley Towers, Y-222, Ist Flr 2Nd Avenue, Anna Nagar",Reya-Z Laser Vision Centre,"Kimbarley Towers, Y-222, Ist Flr 2Nd Avenue, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24065,,162/16 Mangalam Colony 7Th Avennue Anna Nagar,Robin and Robin Health Care,162/16 Mangalam Colony 7Th Avennue Anna Nagar,Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24066,,"Q-94,16""Street,4""Main Road Anna Nager Channai",S.M.V Medicals,"Q-94,16""Street,4""Main Road Anna Nager",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24067,,"Plot No:1824/1, 18Th Main Road, Anna Nagar",Shivas Eye Care,"Plot No:1824/1, 18Th Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24068,,"Aa 16, 3Rd Main Road, Anna Nagar,",Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,"Aa 16, 3Rd Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24069,,"New No.4, Old No.1620-A, 16Th Main Road, Anna Nagar",Sri Devi Speciality Hospial,"New No.4, Old No.1620-A, 16Th Main Road, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24070,,"W-98, Second Avenue, Anna Nagar, Round Tana Bus Stand",Sundar Eye Hospital and West Madras Medical Centre,"W-98, Second Avenue, Anna Nagar, Round Tana Bus Stand",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24071,,"9-C, Shanthi Colony Iv Avenue, Anna Nagar",Sundaram Medical Foundation,"9-C, Shanthi Colony Iv Avenue, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24072,,"Celebrity, T-95.Iiird Avenue, Annanagar",The Apollo Clinic,"Celebrity, T-95.Iiird Avenue, Annanagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24073,,"Rds Enterprises Pvt Limited, Franchisee Of Titan Eye Rbn Tower,Ak-2,4Th Avenue,Shanthi Colony,Annanagar",Titan Eye,"Rds Enterprises Pvt Limited, Franchisee Of Titan Eye Rbn Tower,Ak-2,4Th Avenue,Shanthi Colony,Annanagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24074,,"182,Plot No.995 `O` 2Nd, Anna Nagar",Uma Eye Clinic Pvt.Ltd,"182,Plot No.995 `O` 2Nd, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24075,,"No. 63, Old No.102, Q Block 3Rd Avenue Annanagar",Vasanthram Hospital,"No. 63, Old No.102, Q Block 3Rd Avenue Annanagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24076,,"No.106, Jawaharlal Nehru Salai, 100 Feet Road, Near Koyambedu Junction, Thirumangalal, Anna Nagar West",Vee Care Hospital,"No.106, Jawaharlal Nehru Salai, 100 Feet Road, Near Koyambedu Junction, Thirumangalal, Anna Nagar West",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24077,,"W-98, Second Avenue Anna Nagar",West Madras Medical Centre / Sundar Eye Hospital Pvt Ltd,"W-98, Second Avenue Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24078,,"No.3,Third Street Malavia Avenue, Thiruvanmiyur",Balaji Nursing Home - Chennai,"No.3,Third Street Malavia Avenue, Thiruvanmiyur",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24079,,"No-58, M G Road, Thiruvanmiyur",Jayam Polyclinc,"No-58, M G Road, Thiruvanmiyur",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24080,,"East Coast Road, A-1,Srinivasapuram, Thiruvanmiyur,",R. M. Hospital P. Ltd.,"East Coast Road, A-1,Srinivasapuram, Thiruvanmiyur",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24081,,"1/28, Vasudevan Street, East Coast Road, Kottivakkam",S.S Nursing Home,"1/28, Vasudevan Street, East Coast Road, Kottivakkam",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24082,,"18, East Coast Road,Near Neelangarai Bus Stop,Neelangarai.",Santhi Hospital,"#18, East Coast Road,Near Neelangarai Bus Stop,Neelangarai",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24083,,"1/28, Vasudevan Street East Coast Road",Siva Subramaniam Nursing Home,"1/28, Vasudevan Street East Coast Road",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24084,,"Old No 3, New 11, North Mada Street, Near Marundeeswarar Temple, Near Thiruvanmiyur Bus Terminus",Starlight Hospitals Pvt Ltd,"Old No 3, New 11, North Mada Street, Near Marundeeswarar Temple, Near Thiruvanmiyur Bus Terminus",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24085,,"No: 7, 2Nd East Street, Thiruvanmiyur",Swaram Medicare And Research Centre Pvt Ltd,"No: 7, 2Nd East Street, Thiruvanmiyur",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24086,,"No 20, Thamirabarani Towers, Ecr Road, Kabaliswarer Nagar, Neelankarai",Vasan Eye Care Hospital,"No 20, Thamirabarani Towers, Ecr Road, Kabaliswarer Nagar, Neelankarai",Tamil Nadu,Chennai,0,600041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24087,,"N0.5,C-Block, Paramount Park, Mega Mart(Upstair) Vijaya Nagar,Velachery",Aarthi Priyas Tooth Care Clinic,"N0.5,C-Block, Paramount Park, Mega Mart(Upstair) Vijaya Nagar,Velachery",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24088,,"Plot No. 191, 100 Feet By-Pass Road, Velacherry",Appasamy Krishna Hospital and Medical Research Centre,"Plot No. 191, 100 Feet By-Pass Road, Velacherry",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,044  22452356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24089,,"No.-4, 100 Feet Road, Tansi Nagar, Velachery",Athipathi Hsopital and Research Centre,"No.-4, 100 Feet Road, Tansi Nagar, Velachery",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24090,,No 6 12Th Cross Steet Dhandeeswaram Nagar Velachery,Chennai Eye Care Hospital,No 6 12Th Cross Steet Dhandeeswaram Nagar Velachery,Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24091,,"No. 60, Gandhi Road Chennai",Dr G Kirubakaran,"No. 60, Gandhi Road",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24092,,"27, 100 Feet Road, Taramani Link Road, Velacherry",Dr.Agarwals Eye Hospital- Velacherry,"27, 100 Feet Road, Taramani Link Road, Velacherry",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,044  22430444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24093,,"No.39, Rajalakhsmi Nagar",Helios Hospital Pvt Ltd,"No.39, Rajalakhsmi Nagar",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,22553744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24094,,Velachery Main Road Velachery,Kumaran Diagnostic Centre,Velachery Main Road Velachery,Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24095,,"40B, Tansi Nagar Vii St, Velachery,",Nandhini Hospital,"40B, Tansi Nagar Vii St, Velachery",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24096,,"No.14, 10Th Cross Street, A.G.S.Colony, Velachery",Velachery K S Hospital,"No.14, 10Th Cross Street , A.G.S.Colony, Velachery",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24097,,"7/14, 7Th Cross Street, Rajalakshmi Nagar, Velachery",Xcellent Care Superspeciality Hospital,"7/14, 7Th Cross Street, Rajalakshmi Nagar, Velachery",Tamil Nadu,Chennai,0,600042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24098,,"No:32, Pillaiyar Koil Street, Nesapakkam, West K.K.Nagar, Chennai-600078",Arokya Hospital,"No:32, Pillaiyar Koil Street, Nesapakkam, West K.K.Nagar",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24099,,"51-52, Thiruvalluvar Salai,,Nesapakkam,.",Cmc Hospital,"#51-52, Thiruvalluvar Salai,Nesapakkam",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,45563098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24100,,"B-49B, Dr.Ramasamy Salai, Near Pillayar Koil Bus Stop, K.K Nagar",S M Hospital,"B-49B, Dr.Ramasamy Salai, Near Pillayar Koil Bus Stop, K.K Nagar",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24101,,"127, Mint Street, Chennai 600079",Singhvi Health Center,"127, Mint Street",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24102,,"Jothir Akshaya Flat-1 No-59, Munusamy Salai Kk Nagar West Near Pondy State Guest House",Sucha Eye Cure,"Jothir Akshaya Flat-1 No-59, Munusamy Salai Kk Nagar West Near Pondy State Guest House",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24103,,"583, Thiruvottriyur High Road, Tondiarpet,",Ezhil Hospital,"583, Thiruvottriyur High Road, Tondiarpet",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,2591 574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24104,,"New No.303,Old No.99, T.H.Road, Chennai",J.K.Hospital,"New No.303,Old No.99, T.H.Road",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24105,,"8 & 9 Annai Velakanni Nagar,Madhavaram Milk Colony,.",K.M.Multi Speciality Hospital,"# 8 & 9 Annai Velakanni Nagar,Madhavaram Milk Colony",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24106,,"No. 33, Kanakapillai Street,Tondiarpet,",Malligai Hospital,"No. 33, Kanakapillai Street,Tondiarpet",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24107,,"599,T.H.Road, Tondiarpet, Chennai-600081.",Rudhra-Chella Clinicare`N`Cure Services,"599,T.H.Road, Tondiarpet",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24108,,"12,Veeraragavan Road, New Washermanpet,Chennai.",Sri Sai Medical Centre,"12,Veeraragavan Road, New Washermanpet",Tamil Nadu,Chennai,0,600081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24109,,"B-63, Siva Elango Salai (70 Feet Road), Periyar Nagar",Dr Agarwal Eye Hospital Ltd,"B-63, Siva Elango Salai (70 Feet Road), Periyar Nagar",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24110,,"1/255, 10Th Street S R P Colony Chennai Chennai 600082",Eswari Nursing Home,"1/255, 10Th Street S R P Colony",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24111,,7(1/1A)1St Main Road Jawahar Nagar,N.R.Hospital,7(1/1A)1St Main Road Jawahar Nagar,Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24112,,"7/1, Laxmanan Nagar Paper Mills Road",Raju Nursing Home,"7/1, Laxmanan Nagar Paper Mills Road",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24113,,"No.25/17,70 Feet Road,Jawahar Nagar",Sheeba Multi Speciality Clinic,"No.25/17,70 Feet Road,Jawahar Nagar",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24114,,"46, S.R.P. Kil Street(North) T.V.K.Nagar,",Sri Bala Nursing Home,"46, S.R.P. Kil Street(North) T.V.K.Nagar",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24115,,"80/2, 34 Srp Koil St., T.V.K.Nagar, Chennai",Sri Sai Sankara Dental Clinic And Orthodontic Cent,"80/2, 34 Srp Koil St., T.V.K.Nagar",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24116,,"289/149, D.No.149,Paper Mills Road, Opp To 70 Feet Road,Perambur.","Vasan Eye Care Hospital, Perambur","#289/149, D.No.149, ,Paper Mills Road, Opp To 70 Feet Road,Perambur",Tamil Nadu,Chennai,0,600082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24117,,"New No 80, 7Th Avenue Ashok Nagar",Ammayi Eye Care Centre,"New No 80, 7Th Avenue Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,24851560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24118,,"New 2, Old  5, 41 St Street 6Th Avenue, Ashok Nargr",Dr Lankeash Eye Hospital,"New # 2, Old # 5 , 41 St Street , 6Th Avenue, Ashok Nargr",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24119,,"Old No.20,New No:33, 7Th Avenue,(Near G.R.T School),Ashok Nagar",Dr. Agarwal's Eye Hospital Ltd. - Ashok Nagar,"Old No.20,New No:33, 7Th Avenue,(Near G.R.T School),Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24120,,"1,X Avenue,Ashok Nagar,Chennai",Dr.V Jai Shankar,"1,X Avenue ,Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24121,,"Door No-1, 40Th Street, Ashok Nagar,",Je Nesam Hospital,"Door No-1, 40Th Street, Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24122,,"No. 11, Samiyar Garden Street, Ashok Nagar, Chennai",M.G. Nursing Home,"No. 11, Samiyar Garden Street, Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24123,,"B - 225, 15Th Avenue Ashok Nagar Chennai Chennai 600083",Maya Nursing Home Pvt Ltd,"B - 225, 15Th Avenue Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24124,,"No. 25, 10Th Avenue, Ashoknagar",Orthopedic and Specialities Hospital,"No. 25, 10Th Avenue, Ashoknagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24125,,"New No. 19-A, First Avenue, Ashok Nagar,",Pallava Hospital Ltd.,"New No. 19-A, First Avenue, Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,044  23715446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24126,,"61, 7Th Avenue, Ashok Kumar, Chennai",Sri Hari Clinic,"61, 7Th Avenue, Ashok Kumar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24127,,"Kala Flats, Ashok Nagar, Chennai",Vaman Clinic Eye and Ent Care,"Kala Flats, Ashok Nagar",Tamil Nadu,Chennai,0,600083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24128,,"962, Poonamallee High Road, Near Egmore Over Bridge",Dr. U. Mohan Rau Memorial Hospital - Chennai,"962, Poonamallee High Road, Near Egmore Over Bridge",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24129,,"New No:25, Old No:6, Dr.Alagappa Road, Purasaiwakkam, Chennai-600084.",Kola Saraswathy Agarwal Samaj Health Centre,"New No:25, Old No:6, Dr.Alagappa Road, Purasaiwakka",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24130,,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Noble Hospital,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,4426403300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24131,,"No.77, Dr. Alagappa Road, Purasawalkam,",V.K.Hospital,"No.77, Dr. Alagappa Road, Purasawalkam",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24132,,"Old No.880, New No.190, Poonamallee High Road, Kilpauk, (Near Sangam Theatre & Opp To Nehru Park) Chennai - 600 084,",Vasan Eye Care Hospital,"Old No.880, New No.190, Poonamallee High Road, Kilpauk, (Near Sangam Theatre & Opp To Nehru Park)",Tamil Nadu,Chennai,0,600084,0,0,0,0,0,0,0,0444340 0888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24133,,"6B, Conran Smith Road, Gopalapuram",Dr. Mohans Mv Diabetes Specialities Centre - Chennai,"6B, Conran Smith Road, Gopalapuram",Tamil Nadu,Chennai,0,600086,0,0,0,0,0,0,0,28350935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24134,,"Old No 32, New No 12, Conran Smith Road, Gopalapuram, Chennai 600086",Harvey Healthcare Limited,"Old No 32, New No 12, Conran Smith Road, Gopalapuram",Tamil Nadu,Chennai,0,600086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24135,,"Old No 32,New No 12,Conran Smith Road,Gopalapuram Chennai",Life Med Hospitals,"Old No 32,New No 12,Conran Smith Road,Gopalapuram",Tamil Nadu,Chennai,0,600086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24136,,"116, Chamiers Road,Nandanam, Chennai - 600086,",Maxivision Eye Care Medfort Hospitals Pvt Ltd,"116, Chamiers Road,Nandanam",Tamil Nadu,Chennai,0,600086,0,0,0,0,0,0,0,49001822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24137,,"E - 147 / A, Iind Avenue Besant Nagar",New Asian Hospital,"E - 147 / A, Iind Avenue Besant Nagar",Tamil Nadu,Chennai,0,600090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24138,,"91/2,Arcot Road,Virugambakkam,Chennai",M.L Dental Clinic,"91/2,Arcot Road,Virugambakkam",Tamil Nadu,Chennai,0,600092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24139,,"No. 3, 5Th Main Road, Natesan Nagar, Virugambakkam, Near Annai Mahal, Sai Nagar Bus Stand",S B S Hospital,"No. 3, 5Th Main Road, Natesan Nagar, Virugambakkam, Near Annai Mahal, Sai Nagar Bus Stand",Tamil Nadu,Chennai,0,600092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24140,,"5-A, Parthasarathy St.Thirunagar",Tirunagar Hospital,"5-A, Parthasarathy St.Thirunagar",Tamil Nadu,Chennai,0,600092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24141,,"No 22, Arcot Road, Saligramam,",Bharani Hospital,"No 22, Arcot Road, Saligramam",Tamil Nadu,Chennai,0,600093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24142,,"37, Arunachalam Road, Chennai",R.R. Eye Instutute and Laser Foundation,"37, Arunachalam Road",Tamil Nadu,Chennai,0,600093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24143,,No 22 Arcot Road Saligrammam,The Specialities Health Care,No 22 Arcot Road Saligrammam,Tamil Nadu,Chennai,0,600093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24144,,"No. 7, Venkateswara Lane, Anna Nednmpathai, Choolaimeda, Near Kodambakkam (Power House)",Siva Sakthi Nursing Home,"No. 7, Venkateswara Lane, Anna Nednmpathai, Choolaimeda, Near Kodambakkam (Power House)",Tamil Nadu,Chennai,0,600094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
